$INFO$
This is file for data log. 
$DATE$
2020-12-12_20:39:58
$PARAMS$
AmountOfParticles,200000
DimensionsOfVector,50
StopCriterion,0.1
Weight,0.8
SpeedConstant1,0.1
SpeedConstant2,0.2
OmpSizeOfChunk,1000
$TYPE$
OpenMP
$DATA$
0,0.999637,99797
1,0.994301,99797
2,0.940336,99797
3,0.932099,99797
4,0.918824,99797
5,0.90407,99797
6,0.843025,99797
7,0.77683,99797
8,0.77683,99797
9,0.732246,99797
10,0.666756,99797
11,0.653553,99797
12,0.606698,99797
13,0.541039,99797
14,0.512396,99797
15,0.509999,99797
16,0.4945,99797
17,0.473543,99797
18,0.440187,99797
19,0.432221,99797
20,0.405025,99797
21,0.370395,99797
22,0.356807,99797
23,0.333675,99797
24,0.315067,99797
25,0.300861,99797
26,0.279927,99797
27,0.276699,99797
28,0.262528,99797
29,0.248769,99797
30,0.232322,99797
31,0.220875,99797
32,0.213019,99797
33,0.204045,99797
34,0.194171,99797
35,0.184423,99797
36,0.172972,99797
37,0.16687,99797
38,0.163385,99797
39,0.158221,99797
40,0.154019,99797
41,0.150883,99797
42,0.145125,99797
43,0.140868,99797
44,0.137964,99797
45,0.134363,99797
46,0.130233,99797
47,0.127463,99797
48,0.124286,99797
49,0.120773,99797
50,0.117068,99797
51,0.114133,99797
52,0.110243,99797
53,0.107435,99797
54,0.104104,99797
55,0.101552,99797
56,0.0991054,99797
