0,0,35.6821,-34.9505,3.47783,-2.66717
0,1,7.64523,34.5613,-7.0836,-4.24064
0,2,26.0679,-11.2604,11.4106,23.6109
0,3,-5.07069,37.8271,18.3482,7.47269
0,4,-10.9272,-13.4656,4.95617,8.66741
0,5,3.39216,-5.10925,4.69432,-3.96158
0,6,19.0766,22.0437,16.8397,0.845738
0,7,5.56658,-1.14536,-10.7592,-3.50839
0,8,-30.069,11.5355,2.53258,-10.4871
0,9,2.20853,-3.5958,20.5643,-7.37875
0,10,-25.2784,-0.183475,-7.75262,6.17337
0,11,4.82785,-2.81863,9.45442,-1.47621
0,12,19.0021,26.5665,-8.89528,10.1271
0,13,4.37939,-4.4769,-11.2855,9.72183
0,14,-10.2676,34.9138,-1.47401,-5.08624
0,15,1.70608,-1.93955,5.2013,12.0916
0,16,22.5924,19.4062,11.1881,-1.67574
0,17,-6.6654,-2.35123,-8.19247,1.03812
0,18,37.9059,34.0524,-2.09414,-2.81683
0,19,-7.04621,32.1266,12.1009,12.487
0,20,-21.6313,-24.6306,-6.60094,5.46875
0,21,8.0794,-2.1623,12.8784,-2.8393
0,22,23.4301,-35.126,8.30074,-0.726565
0,23,-6.77144,6.50724,-7.84882,-10.5902
0,24,21.7094,35.4422,-9.11737,-4.5578
1,0,33.1522,-34.0546,-2.52984,0.895869
1,1,-1.50851,27.489,-9.15374,-7.07224
1,2,32.8129,8.14242,6.74502,19.4029
1,3,6.47451,37.9115,11.5452,0.084364
1,4,-7.39396,-6.13216,3.53329,7.33343
1,5,4.00942,-7.73935,0.617258,-2.6301
1,6,30.0772,22.1519,11.0005,0.108221
1,7,-5.63511,-3.87117,-11.2017,-2.72581
1,8,-27.5072,1.83522,2.56183,-9.70027
1,9,16.0036,-9.16901,13.795,-5.57322
1,10,-31.4805,4.75522,-6.2021,4.9387
1,11,8.14345,-3.62778,3.3156,-0.809152
1,12,5.55556,30.844,-13.4466,4.27752
1,13,-5.6899,2.25234,-10.0693,6.72924
1,14,-12.7366,27.8292,-2.46894,-7.08457
1,15,4.57876,6.36254,2.87267,8.30209
1,16,22.5897,14.4018,-0.00270384,-5.00441
1,17,-16.838,-1.09929,-10.1726,1.25194
1,18,31.227,29.1727,-6.67886,-4.87965
1,19,-0.885656,36.0014,6.16055,3.87476
1,20,-27.088,-16.7132,-5.45662,7.91738
1,21,11.7785,-3.97113,3.6991,-1.80883
1,22,26.6158,-33.445,3.18567,1.68093
1,23,-13.9653,-0.706799,-7.19386,-7.21404
1,24,9.59272,28.0705,-12.1167,-7.37173
2,0,30.4158,-32.9249,-2.73646,1.12977
2,1,-13.4313,16.4762,-11.9228,-11.0128
2,2,31.9339,21.0486,-0.878989,12.9061
2,3,14.4562,36.4739,7.98168,-1.43755
2,4,-8.18633,0.487573,-0.79237,6.61973
2,5,2.13201,-9.03285,-1.87741,-1.2935
2,6,27.7524,17.9251,-2.32478,-4.22681
2,7,-16.5196,-5.40492,-10.8845,-1.53375
2,8,-25.235,-5.7723,2.27219,-7.60752
2,9,24.7707,-13.1159,8.76709,-3.94693
2,10,-35.9979,8.35246,-4.51747,3.59724
2,11,9.00053,-4.09007,0.857083,-0.462297
2,12,-4.92719,33.1347,-10.4828,2.29075
2,13,-12.4105,5.2548,-6.72063,3.00246
2,14,-16.0592,19.1519,-3.32262,-8.67729
2,15,4.46395,10.5729,-0.114802,4.21035
2,16,20.2046,9.84086,-2.38502,-4.56093
2,17,-25.4601,-0.0489054,-8.62209,1.05038
2,18,16.9637,20.6703,-14.2633,-8.50241
2,19,1.11708,34.7611,2.00273,-1.24027
2,20,-30.0706,-8.2795,-2.98265,8.43373
2,21,12.1781,-5.12886,0.399639,-1.15773
2,22,25.6331,-30.1858,-0.982626,3.25922
2,23,-20.844,-6.42606,-6.87868,-5.71926
2,24,1.17873,22.7188,-8.41399,-5.35165
3,0,26.8864,-31.2251,-3.52932,1.69973
3,1,-24.5232,5.40965,-11.0919,-11.0666
3,2,26.381,27.9664,-5.55286,6.91785
3,3,18.3354,33.1477,3.87926,-3.32624
3,4,-10.6126,5.12286,-2.42631,4.63528
3,5,-2.93118,-8.68107,-5.06319,0.351781
3,6,24.3865,14.0294,-3.36584,-3.89571
3,7,-24.3174,-6.11329,-7.79779,-0.708361
3,8,-23.5676,-11.3174,1.66746,-5.54511
3,9,23.4845,-14.1288,-1.28619,-1.01289
3,10,-38.3232,10.204,-2.32523,1.85157
3,11,9.29446,-4.41527,0.293931,-0.325193
3,12,-12.1538,33.4371,-7.2266,0.302357
3,13,-18.7639,6.3596,-6.35334,1.10481
3,14,-18.8508,11.93,-2.79161,-7.22185
3,15,2.24196,9.8356,-2.222,-0.7373
3,16,15.582,6.04494,-4.62262,-3.79593
3,17,-32.3364,0.775586,-6.87632,0.824492
3,18,-1.98093,10.2447,-18.9447,-10.4256
3,19,-1.48828,28.4039,-2.60536,-6.35716
3,20,-31.3483,-2.26862,-1.2777,6.01088
3,21,7.26654,-5.04709,-4.9116,0.081765
3,22,13.9966,-22.1634,-11.6365,8.02242
3,23,-27.0921,-9.95251,-6.24807,-3.52645
3,24,-7.26931,16.8225,-8.44804,-5.89632
4,0,20.9976,-28.0412,-5.88882,3.18389
4,1,-33.3082,-3.80904,-8.78498,-9.21869
4,2,12.7506,27.4634,-13.6304,-0.503027
4,3,19.8477,29.6526,1.51227,-3.49508
4,4,-14.7486,8.03694,-4.13592,2.91408
4,5,-8.85079,-7.49914,-5.91961,1.18193
4,6,12.6492,8.40676,-11.7373,-5.6226
4,7,-28.9239,-6.17127,-4.60648,-0.0579871
4,8,-22.8867,-13.1987,0.680916,-1.88133
4,9,16.5722,-13.1224,-6.91223,1.00639
4,10,-37.9848,9.93461,0.338331,-0.269411
4,11,5.32278,-4.1605,-3.97168,0.254771
4,12,-17.1093,30.9096,-4.95548,-2.52752
4,13,-21.3009,4.28472,-2.53705,-2.07488
4,14,-21.3825,5.59015,-2.53171,-6.33989
4,15,-4.64141,3.99722,-6.88336,-5.83838
4,16,10.1122,2.73813,-5.46982,-3.30681
4,17,-36.7499,1.28879,-4.41346,0.513206
4,18,-18.5028,1.8892,-16.5218,-8.35546
4,19,-4.10042,22.9559,-2.61214,-5.44801
4,20,-31.7038,2.04973,-0.355472,4.31835
4,21,-0.902339,-4.23503,-8.16888,0.812062
4,22,-3.13039,-12.6151,-17.127,9.54826
4,23,-31.4829,-12.2872,-4.39083,-2.33473
4,24,-15.0075,10.6144,-7.7382,-6.20809
5,0,12.5308,-24.4804,-8.46683,3.56079
5,1,-40,-11.9686,-6.69182,-8.15956
5,2,0.839541,25.611,-11.9111,-1.85241
5,3,17.7957,24.4681,-2.05202,-5.18453
5,4,-21.2216,6.52507,-6.47306,-1.51187
5,5,-13.206,-6.48235,-4.35518,1.01679
5,6,0.625381,2.71834,-12.0238,-5.68842
5,7,-33.0648,-7.3069,-4.14094,-1.13563
5,8,-22.9704,-12.7191,-0.083745,0.479602
5,9,6.35305,-12.2282,-10.2192,0.894202
5,10,-37.0145,8.56008,0.970382,-1.37454
5,11,2.03351,-4.03303,-3.28927,0.12747
5,12,-20.7627,22.3068,-3.65344,-8.60274
5,13,-21.374,-2.20243,-0.073108,-6.48715
5,14,-23.3824,0.674877,-1.9999,-4.91528
5,15,-10.4955,-0.938579,-5.85409,-4.9358
5,16,3.20372,-0.723691,-6.90848,-3.46182
5,17,-39.1666,1.36105,-2.4167,0.0722585
5,18,-31.0513,-4.90152,-12.5485,-6.79072
5,19,-7.39145,17.6948,-3.29103,-5.26115
5,20,-30.9154,2.9773,0.788369,0.927575
5,21,-12.6189,-4.90374,-11.7165,-0.668705
