$INFO$
This is file for data log. 
$DATE$
2020-12-12_22:13:02
$PARAMS$
AmountOfParticles,25
DimensionsOfVector,2
StopCriterion,0.001
Weight,0.8
SpeedConstant1,0.1
SpeedConstant2,0.2
OmpSizeOfChunk,1000
$TYPE$
OpenMP
$DATA$
0,0.0403034,21
1,0.0403034,21
2,0.0403034,21
3,0.0403034,21
4,0.0403034,21
5,0.0284182,21
6,0.0284182,21
7,0.0284182,21
8,0.0284182,21
9,0.0284182,21
10,0.0284182,21
11,0.0284182,21
12,0.0284182,21
13,0.0284182,21
14,0.0284182,21
15,0.0284182,21
16,0.0208746,21
17,0.0155307,21
18,0.0155307,21
19,0.0155307,21
20,0.0155307,21
21,0.0155307,21
22,0.0155307,21
23,0.0155307,21
24,0.0155307,21
25,0.00772343,21
26,0.00772343,21
27,0.00772343,21
28,0.00772343,21
29,0.00772343,21
30,0.00722029,21
31,0.00722029,21
32,0.00253908,21
33,0.00153464,21
34,0.00153464,21
35,0.00153464,21
36,0.000882461,21
