0,0,34.1256,0.311825,0.925569,-0.982627,1.89715
0,1,-16.6641,-20.5791,-19.4892,2.51891,0.625857
0,2,-3.59061,-13.8893,0.938494,-5.9371,1.71087
0,3,-38.881,24.4379,-12.0477,-12.4999,0.643435
0,4,-21.6108,-7.19478,15.3314,1.80292,0.166248
0,5,25.2326,10.3364,-3.10556,-6.67449,0.561979
0,6,34.4242,16.0298,2.30857,-10.4956,0.841195
0,7,-7.65716,-40,-0.0320519,-0.155476,0.920198
0,8,-13.6921,8.36504,0.358677,-15.1773,1.21758
0,9,-12.8869,17.3365,-1.69937,-8.35856,1.69019
0,10,19.3911,-17.659,-17.7063,-8.78225,1.70952
0,11,-33.9902,-28.76,-15.4731,11.2088,0.797206
0,12,-10.169,37.075,-12.9624,6.37837,1.7001
0,13,17.3989,-8.22163,-8.40632,13.4061,1.0678
0,14,-40,-11.3612,0,0,1.54948
0,15,1.47287,26.5076,-12.3483,0.994582,0.924434
0,16,-26.0072,32.6281,-5.60858,-0.907081,1.52716
0,17,-11.016,-9.39639,8.69567,-14.0391,1.00029
0,18,-21.6156,3.66936,-17.5369,4.12608,0.757345
0,19,22.0895,17.0427,-5.50808,-0.04978,0.384061
0,20,16.893,-35.5377,-8.08433,4.46227,1.17714
0,21,-27.0435,-14.3915,-19.6368,-9.67269,1.204
0,22,-13.1083,20.0776,-15.3986,2.74418,1.70023
0,23,25.4076,13.6966,-3.91096,-3.80196,0.187186
0,24,-31.3203,-25.3415,-16.4467,8.18274,0.0099853
1,0,29.9502,-2.27044,-4.17537,-2.58227,0.955739
1,1,-32.2612,-18.5658,-15.5971,2.01327,1.65687
1,2,-3.10427,-18.4585,0.486332,-4.56921,0.0197356
1,3,-40,22.0628,-1.11904,-2.37516,1.02388
1,4,-9.53554,-6.10716,12.0753,1.08762,0.00997448
1,5,13.5719,-0.62242,-11.6607,-10.9589,0.490061
1,6,31.5699,5.30401,-2.85425,-10.7258,1.87208
1,7,-9.5209,-38.9688,-1.86374,1.03115,1.80143
1,8,-14.1678,-4.8148,-0.475687,-13.1798,0.977244
1,9,-14.2022,10.8708,-1.3153,-6.46572,1.04297
1,10,-2.58868,-25.8384,-21.9798,-8.17932,1.79858
1,11,-40,-23.8933,-6.00981,4.86672,1.54292
1,12,-23.9351,30.8706,-13.7661,-6.20443,1.35106
1,13,6.60268,2.62396,-10.7962,10.8456,0.757013
1,14,-34.9091,-10.2419,5.09086,1.11936,1.37296
1,15,-6.015,26.9662,-7.48787,0.458615,0.413334
1,16,-29.5184,30.4349,-3.51118,-2.19321,0.716879
1,17,-3.78433,-20.0164,7.23164,-10.62,0.331954
1,18,-33.3327,5.38644,-11.717,1.71708,0.694434
1,19,17.1573,16.618,-4.93228,-0.424724,0.946732
1,20,5.6814,-26.6111,-11.2116,8.92667,0.390795
1,21,-40,-20.7797,-12.9565,-6.38822,0.620273
1,22,-23.3421,17.0482,-10.2338,-3.02938,0.864565
1,23,17.9492,8.20123,-7.45845,-5.49538,1.35684
1,24,-40,-18.2932,-8.67968,7.04828,0.358697
2,0,26.5267,-4.34435,-3.42357,-2.0739,1.09956
2,1,-40,-16.0349,-7.73881,2.53093,0.891466
2,2,-3.95589,-19.7311,-0.851616,-1.27261,0.379228
2,3,-38.5668,18.203,1.43324,-3.85975,1.61313
2,4,0.124696,-5.23706,9.66023,0.870095,1.85957
2,5,2.23277,-9.75323,-11.3391,-9.13081,1.10049
2,6,24.7455,-4.18615,-6.82443,-9.49017,1.46192
2,7,-10.9267,-35.0627,-1.40581,3.90616,1.0172
2,8,-14.256,-14.1411,-0.0882105,-9.32626,1.08369
2,9,-14.7587,5.89868,-0.556506,-4.97208,0.428472
2,10,-19.5756,-28.6838,-16.9869,-2.84543,1.15203
2,11,-38.7879,-16.5326,1.21215,7.36066,1.18579
2,12,-33.1513,25.0487,-9.21626,-5.82187,1.16372
2,13,-2.0552,7.06808,-8.65787,4.44412,0.569726
2,14,-25.9406,-8.53548,8.96859,1.70638,1.29726
2,15,-11.8084,25.7869,-5.79338,-1.17928,0.31229
2,16,-29.7647,23.9942,-0.246335,-6.44075,1.06766
2,17,1.86161,-28.1753,5.64594,-8.15894,1.01419
2,18,-36.0691,4.10301,-2.73644,-1.28343,0.972638
2,19,12.4296,15.4254,-4.72767,-1.19258,0.860513
2,20,-5.24523,-16.8323,-10.9266,9.77879,1.27076
2,21,-40,-20.7797,0,0,0.620273
2,22,-28.0355,11.811,-4.69337,-5.23724,1.90313
2,23,8.74738,2.13929,-9.20182,-6.06194,1.37436
2,24,-40,-18.2932,0,-0,0.358697
3,0,21.6954,-5.98326,-4.83123,-1.63892,0.0541437
3,1,-40,-16.0349,0,-0,0.891466
3,2,-5.14555,-19.436,-1.18966,0.295089,1.40182
3,3,-33.9667,12.3714,4.6001,-5.83163,1.82651
3,4,6.45636,-4.66677,6.33166,0.570291,1.68046
3,5,-7.10367,-15.2698,-9.33644,-5.51657,0.851808
3,6,14.388,-9.47161,-10.3575,-5.28546,1.00581
3,7,-11.7833,-30.4551,-0.856577,4.60758,1.62851
3,8,-14.0233,-20.0068,0.232755,-5.86578,1.09514
3,9,-15.1399,1.77391,-0.381205,-4.12477,1.53254
3,10,-33.0031,-30.5957,-13.4275,-1.91191,0.984992
3,11,-33.9108,-11.9802,4.8771,4.55246,1.76401
3,12,-36.7224,18.3601,-3.57104,-6.68867,1.54305
3,13,-9.16481,10.3005,-7.10961,3.23242,1.40976
3,14,-18.7279,-6.95514,7.21265,1.58033,1.93711
3,15,-12.7821,20.1249,-0.973715,-5.662,1.78485
3,16,-26.9086,14.3833,2.85614,-9.61084,1.12521
3,17,4.58424,-31.3691,2.72264,-3.19376,0.87224
3,18,-30.3557,0.989326,5.71336,-3.11368,0.569865
3,19,5.77772,11.0863,-6.65186,-4.33914,0.353904
3,20,-13.8174,-8.79266,-8.57216,8.03961,1.09771
3,21,-34.2003,-17.9864,5.79967,2.79328,0.14902
3,22,-28.0236,5.71652,0.0119231,-6.09444,0.069903
3,23,-0.585118,-3.4064,-9.3325,-5.54569,1.11006
