$INFO$
This is file for data log. 
$DATE$
2020-12-13_18:58:43
$PARAMS$
AmountOfParticles,25
DimensionsOfVector,2
StopCriterion,0.001
Weight,0.8
SpeedConstant1,0.1
SpeedConstant2,0.2
OmpSizeOfChunk,1000
$TYPE$
OpenMP
$DATA$
0,0.0669165,15
1,0.0669165,14
2,0.0669165,14
3,0.0669165,14
4,0.0669165,14
5,0.0198493,14
6,0.0198493,24
7,0.0198493,14
8,0.0198493,24
9,0.0198493,12
10,0.0198493,24
11,0.0198493,12
12,0.0198493,24
13,0.00680833,12
14,0.00680833,24
15,0.00450047,14
16,0.00450047,14
17,0.00450047,14
18,0.00450047,14
19,0.00450047,14
20,0.00236607,14
21,0.000996436,12
