0,0,-40,16.5657,-5.89589,6.21775,0.722672
0,1,10.1912,-7.11881,-19.5124,-19.6037,0.341563
0,2,-0.185459,-27.6528,7.38144,-15.698,0.699441
0,3,-35.5277,5.6749,-9.9357,-5.86391,0.460756
0,4,23.9266,11.3258,-12.6281,-17.4688,0.709815
0,5,-24.338,-11.729,1.62156,3.17384,0.360062
0,6,-0.62387,-38.0407,-9.90148,-9.66933,0.200188
0,7,19.3834,-14.7022,-6.34936,-15.1159,0.58511
0,8,-20.1437,-9.68919,-4.79987,2.39111,0.963993
0,9,16.0677,-14.1348,-8.26867,-14.3576,1.66263
1,0,-40,16.5657,0,-0,0.722672
1,1,-10.3664,-24.3719,-20.5576,-17.253,1.54642
1,2,3.89036,-39.6662,4.07582,-12.0134,1.40588
1,3,-40,-0.891501,-4.47234,-6.56641,1.60177
1,4,13.2039,-3.01368,-10.7227,-14.3394,0.948639
1,5,-23.7872,-10.651,0.550784,1.07804,0.871497
1,6,-3.52143,-40,-2.89756,-1.95926,1.379
1,7,5.67215,-26.5917,-13.7112,-11.8895,0.389378
1,8,-24.3042,-8.15856,-4.16051,1.53064,1.39993
1,9,8.8798,-24.8673,-7.18786,-10.7325,1.84762
2,0,-38.1498,10.9376,1.85015,-5.62804,0.382222
2,1,-26.1437,-36.9753,-15.7773,-12.6035,0.503324
2,2,3.68759,-40,-0.202771,-0.333819,1.34875
2,3,-40,-0.891501,0,0,1.60177
2,4,0.308133,-15.8736,-12.8958,-12.8599,1.07883
2,5,-23.708,-10.4961,0.0791386,0.154896,0.925702
2,6,-9.99902,-37.6842,-6.4776,2.31576,1.83958
2,7,-5.11475,-34.4683,-10.7869,-7.87658,1.01747
2,8,-28.0808,-8.91892,-3.77658,-0.760361,0.75443
2,9,1.67831,-31.2538,-7.20148,-6.38647,0.893043
3,0,-36.6269,6.30476,1.523,-4.63286,1.47811
3,1,-30.8656,-40,-4.72194,-3.02468,0.652167
3,2,2.80916,-39.0478,-0.878425,0.952204,1.73835
3,3,-37.4345,-3.97881,2.56553,-3.08731,1.39234
3,4,-12.9938,-25.64,-13.3019,-9.76644,0.119071
3,5,-24.5799,-12.2026,-0.871907,-1.70656,0.162978
3,6,-16.6688,-33.8151,-6.6698,3.86912,0.792219
3,7,-11.2409,-37.4515,-6.12617,-2.98323,0.75897
3,8,-31.1146,-10.5464,-3.03377,-1.62746,0.492108
3,9,-3.41597,-34.0199,-5.09429,-2.76609,0.744348
4,0,-34.7575,0.618218,1.86938,-5.68654,1.93363
4,1,-31.0168,-36.63,-0.151185,3.37,0.207139
4,2,-1.31314,-35.6824,-4.1223,3.36538,0.864115
4,3,-34.5737,-6.73468,2.86075,-2.75587,0.0255006
4,4,-25.3583,-32.7357,-12.3645,-7.09563,1.77006
4,5,-25.6966,-14.1579,-1.11662,-1.95522,0.408555
4,6,-23.789,-27.547,-7.12017,6.26814,0.91993
4,7,-18.0091,-31.0127,-6.7682,6.43877,1.65362
4,8,-33.8943,-11.4597,-2.7797,-0.913339,1.6704
4,9,-8.91149,-30.5988,-5.49552,3.42113,0.200571
5,0,-33.414,-3.49964,1.34342,-4.11785,0.926203
5,1,-31.3527,-32.1275,-0.335883,4.5025,1.9355
5,2,-11.1089,-26.5527,-9.79581,9.12974,0.914207
5,3,-32.2851,-8.93937,2.2886,-2.20469,1.15512
5,4,-35.3041,-36.6852,-9.94578,-3.94955,1.64173
5,5,-27.434,-15.4904,-1.7374,-1.33254,1.07243
5,6,-30.089,-20.7784,-6.30001,6.76862,1.13761
5,7,-22.1269,-21.1005,-4.11777,9.91229,0.57319
5,8,-35.9127,-11.8484,-2.01846,-0.388686,1.2003
5,9,-15.1723,-26.1281,-6.26081,4.47066,1.75562
6,0,-32.6546,-6.7689,0.759416,-3.26926,1.31646
6,1,-31.7682,-27.384,-0.41553,4.74351,0.595835
6,2,-19.2605,-18.2934,-8.15151,8.25932,1.88154
6,3,-30.6177,-10.5456,1.66736,-1.60623,0.628984
6,4,-40,-37.645,-4.69594,-0.959784,1.66669
6,5,-29.2625,-16.2809,-1.82854,-0.790532,0.844515
6,6,-33.0516,-15.3546,-2.96263,5.42376,1.0114
6,7,-27.0184,-10.7904,-4.89155,10.3101,1.19543
6,8,-37.2463,-11.7984,-1.33355,0.0500419,0.166286
6,9,-20.2137,-22.4019,-5.0414,3.72623,0.958161
7,0,-32.5264,-8.01033,0.128197,-1.24143,1.28861
7,1,-32.2186,-22.882,-0.450426,4.50201,0.700671
7,2,-26.9034,-10.8216,-7.64296,7.47178,1.12766
7,3,-29.4852,-11.6366,1.1325,-1.09098,1.3148
7,4,-40,-37.645,0,-0,1.66669
7,5,-31.2446,-16.0807,-1.98214,0.200241,1.18258
7,6,-35.2191,-9.87887,-2.16744,5.47572,1.17761
7,7,-28.0892,-1.56123,-1.07075,9.22917,1.69834
7,8,-37.9494,-11.0693,-0.703153,0.729107,0.290161
7,9,-25.5475,-17.9443,-5.33376,4.45757,1.82306
8,0,-32.7931,-8.08398,-0.266696,-0.073655,1.11953
8,1,-32.7697,-18.0117,-0.551078,4.87029,1.19669
