0,0.0278524,5
1,0.0278524,5
2,0.0278524,5
3,0.0278524,5
4,0.0255006,3
5,0.0255006,3
6,0.0255006,3
7,0.0255006,3
8,0.0255006,3
9,0.0255006,3
10,0.0255006,3
11,0.00340157,2
12,0.00340157,2
13,0.00340157,2
14,0.00340157,2
15,0.00340157,2
16,0.00340157,2
17,0.00340157,2
18,0.00340157,2
19,0.00340157,2
20,0.00340157,2
21,0.00340157,2
22,0.00340157,2
23,0.00340157,2
24,0.00340157,2
25,0.00340157,2
26,0.00340157,2
27,0.00340157,2
28,0.00340157,2
29,0.00340157,2
30,0.0023327,0
31,0.0023327,0
32,0.0023327,0
33,0.0023327,0
34,0.0023327,0
35,0.00214596,2
36,0.00179511,2
37,0.00179511,2
38,0.000688304,4
