0,0,-15.4191,-23.0229,15.7501,5.75069
0,1,-17.7987,3.95764,-12.1518,-3.99633
0,2,-6.35431,-10.4013,-6.30121,-9.86157
0,3,-27.0983,-18.7683,4.84171,-3.83836
0,4,-28.9154,-21.4849,9.49348,-2.57659
0,5,30.8907,-29.1401,-6.58208,1.0268
0,6,40,-19.1776,0.740861,0.229133
0,7,28.2746,-1.01192,8.70605,-9.27061
0,8,-23.4211,25.2358,8.37246,11.7232
0,9,-40,-25.1039,-2.99896,3.0328
0,10,21.6638,33.5686,-7.96918,10.3743
0,11,-21.3425,-34.3733,9.04053,-4.7106
0,12,11.4607,-1.8562,-12.8757,-5.22499
0,13,-20.539,6.10835,4.22124,-9.17333
0,14,-21.5896,-35.471,1.33814,-5.33679
0,15,-4.56871,4.85635,14.9437,1.60574
0,16,31.6253,-32.4941,2.64776,4.96954
0,17,12.884,-4.93471,-13.3567,-13.0226
0,18,14.0127,-14.6425,-7.59399,-8.42314
0,19,38.1227,40,-1.51008,0.873326
0,20,27.022,-17.6433,-1.47689,4.88271
0,21,2.62369,-27.572,-9.71451,-8.70108
0,22,40,-38.326,11.651,-1.24108
0,23,-36.3488,-32.0965,-13.1403,-9.2931
0,24,12.4368,27.4143,-6.30042,-5.76053
0,25,15.1315,2.32245,8.75372,-10.0937
0,26,-9.48342,15.3635,3.94001,-16
0,27,-9.55277,-8.13942,-15.75,7.04217
0,28,25.1775,-31.147,-14.7176,2.30139
0,29,-20.7958,0.159595,-13.3399,5.86094
0,30,-17.8934,-17.8334,16.0968,15.6406
0,31,-27.4379,-18.481,9.28887,8.78326
0,32,8.50076,40,0.254879,0.324861
0,33,-24.525,4.90317,-8.91306,12.9551
0,34,-16.3513,10.3565,2.76479,11.6658
0,35,-21.0155,14.1965,-2.00791,-11.1961
0,36,-14.6591,32.8388,17.1724,6.88768
0,37,13.4858,40,-9.96808,2.80266
0,38,-1.46279,15.9126,-17.4937,4.2852
0,39,3.8423,0.4857,-3.58165,17.9844
0,40,-2.17361,40,5.5111,5.53315
0,41,-32.3774,11.1337,-8.74123,9.54626
0,42,-27.0578,5.59649,10.8828,-4.31855
0,43,-7.30927,32.9476,-1.96715,-6.69796
0,44,12.6995,-13.2123,6.12274,0.243225
0,45,-19.326,7.95047,-11.8365,17.2186
0,46,-40,31.5981,-1.48251,5.86712
