0	2092596608.0000000000
1	2092524032.0000000000
2	2092524032.0000000000
3	2092524032.0000000000
4	2089220992.0000000000
5	2088473600.0000000000
6	2088473600.0000000000
7	2088473600.0000000000
8	2086390016.0000000000
9	2086390016.0000000000
10	2086390016.0000000000
11	2086180096.0000000000
12	2086180096.0000000000
13	2083537792.0000000000
14	2083511552.0000000000
15	2081066368.0000000000
16	2081066368.0000000000
17	2081066368.0000000000
18	2081066368.0000000000
19	2079495168.0000000000
20	2079495168.0000000000
21	2073291904.0000000000
22	2072091904.0000000000
23	2071523456.0000000000
24	2071523456.0000000000
25	2071523456.0000000000
26	2068954880.0000000000
27	2066259328.0000000000
28	2066259328.0000000000
29	2062107008.0000000000
30	2061613696.0000000000
31	2061613696.0000000000
32	2061613696.0000000000
33	2061613696.0000000000
34	2061613696.0000000000
35	2061613696.0000000000
36	2060950400.0000000000
37	2060950400.0000000000
38	2059393664.0000000000
39	2059393664.0000000000
40	2055609472.0000000000
41	2055609472.0000000000
42	2049578368.0000000000
43	2046132992.0000000000
44	2046132992.0000000000
45	2046132992.0000000000
46	2046132992.0000000000
47	2046132992.0000000000
48	2044352128.0000000000
49	2037201792.0000000000
50	2036904064.0000000000
51	2036904064.0000000000
52	2036904064.0000000000
53	2035627392.0000000000
54	2035627392.0000000000
55	2035627392.0000000000
56	2035627392.0000000000
57	2035627392.0000000000
58	2032829184.0000000000
59	2032829184.0000000000
60	2032263680.0000000000
61	2031830400.0000000000
62	2031509376.0000000000
63	2031509376.0000000000
64	2031509376.0000000000
65	2031509376.0000000000
66	2029319296.0000000000
67	2029319296.0000000000
68	2029319296.0000000000
69	2026525312.0000000000
70	2026525312.0000000000
71	2026525312.0000000000
72	2026525312.0000000000
73	2026525312.0000000000
74	2024002048.0000000000
75	2024002048.0000000000
76	2021232128.0000000000
77	2021232128.0000000000
78	2021232128.0000000000
79	2021232128.0000000000
80	2021232128.0000000000
81	2019118592.0000000000
82	2019118592.0000000000
83	2017572992.0000000000
84	2012418688.0000000000
85	2009910784.0000000000
86	2009910784.0000000000
87	2009910784.0000000000
88	2009910784.0000000000
89	2006191104.0000000000
90	2006191104.0000000000
91	2006191104.0000000000
92	2006191104.0000000000
93	2006191104.0000000000
94	2006191104.0000000000
95	2006191104.0000000000
96	2006191104.0000000000
97	2006191104.0000000000
98	2005485568.0000000000
99	2000187136.0000000000
100	1994968320.0000000000
101	1994968320.0000000000
102	1994861440.0000000000
103	1994009344.0000000000
104	1994009344.0000000000
105	1994009344.0000000000
106	1994009344.0000000000
107	1994009344.0000000000
108	1994009344.0000000000
109	1994009344.0000000000
110	1994009344.0000000000
111	1993160064.0000000000
112	1993160064.0000000000
113	1993160064.0000000000
114	1993160064.0000000000
115	1993160064.0000000000
116	1993160064.0000000000
117	1993160064.0000000000
118	1989935488.0000000000
119	1989935488.0000000000
120	1989935488.0000000000
121	1986398208.0000000000
122	1986398208.0000000000
123	1986398208.0000000000
124	1986398208.0000000000
125	1984399232.0000000000
126	1983240192.0000000000
127	1981381632.0000000000
128	1973912064.0000000000
129	1973212800.0000000000
130	1970102144.0000000000
131	1970102144.0000000000
132	1969803136.0000000000
133	1969803136.0000000000
134	1969803136.0000000000
135	1968086912.0000000000
136	1968086912.0000000000
137	1966285440.0000000000
138	1966285440.0000000000
139	1966085888.0000000000
140	1966085888.0000000000
141	1966085888.0000000000
142	1963456640.0000000000
143	1959899136.0000000000
144	1959899136.0000000000
145	1956340864.0000000000
146	1952208384.0000000000
147	1952208384.0000000000
148	1946903040.0000000000
149	1946670976.0000000000
150	1946670976.0000000000
151	1946267904.0000000000
152	1940679424.0000000000
153	1940679424.0000000000
154	1939526656.0000000000
155	1935862144.0000000000
156	1935862144.0000000000
157	1935862144.0000000000
158	1934862848.0000000000
159	1934862848.0000000000
160	1934224768.0000000000
161	1926486272.0000000000
162	1926486272.0000000000
163	1926486272.0000000000
164	1926486272.0000000000
165	1926486272.0000000000
166	1922730496.0000000000
167	1922730496.0000000000
168	1922730496.0000000000
169	1921992448.0000000000
170	1921822720.0000000000
171	1921822720.0000000000
172	1919556736.0000000000
173	1919556736.0000000000
174	1919556736.0000000000
175	1919556736.0000000000
176	1919556736.0000000000
177	1918644480.0000000000
178	1917672192.0000000000
179	1915443200.0000000000
180	1915443200.0000000000
181	1912351616.0000000000
182	1911749632.0000000000
183	1908651136.0000000000
184	1908651136.0000000000
185	1908651136.0000000000
186	1908651136.0000000000
187	1903770240.0000000000
188	1903770240.0000000000
189	1903770240.0000000000
190	1902279424.0000000000
191	1902279424.0000000000
192	1902279424.0000000000
193	1900496512.0000000000
194	1900278016.0000000000
195	1895758208.0000000000
196	1892517120.0000000000
197	1886365312.0000000000
198	1884423936.0000000000
199	1880629248.0000000000
200	1877901568.0000000000
201	1877530880.0000000000
202	1877530880.0000000000
203	1875540864.0000000000
204	1872429696.0000000000
205	1872429696.0000000000
206	1872240896.0000000000
207	1872240896.0000000000
208	1872240896.0000000000
209	1869363072.0000000000
210	1862611328.0000000000
211	1861561600.0000000000
212	1861561600.0000000000
213	1861561600.0000000000
214	1860514944.0000000000
215	1857501440.0000000000
216	1857501440.0000000000
217	1857501440.0000000000
218	1854933760.0000000000
219	1854933760.0000000000
220	1853174656.0000000000
221	1852981504.0000000000
222	1852981504.0000000000
223	1852926208.0000000000
224	1852652288.0000000000
225	1852652288.0000000000
226	1849474048.0000000000
227	1849244160.0000000000
228	1844985216.0000000000
229	1844985216.0000000000
230	1844985216.0000000000
231	1839268224.0000000000
232	1839268224.0000000000
233	1833472896.0000000000
234	1829949696.0000000000
235	1829949696.0000000000
236	1829949696.0000000000
237	1829378816.0000000000
238	1826339328.0000000000
239	1823039104.0000000000
240	1823039104.0000000000
241	1822783232.0000000000
242	1822783232.0000000000
243	1822783232.0000000000
244	1822354688.0000000000
245	1822354688.0000000000
246	1822354688.0000000000
247	1822354688.0000000000
248	1822159232.0000000000
249	1820125824.0000000000
250	1816478976.0000000000
251	1813444480.0000000000
252	1812936192.0000000000
253	1812936192.0000000000
254	1808870528.0000000000
255	1808870528.0000000000
256	1808870528.0000000000
257	1808870528.0000000000
258	1806674176.0000000000
259	1804076928.0000000000
260	1802721152.0000000000
261	1802052096.0000000000
262	1799847296.0000000000
263	1799799808.0000000000
264	1799799808.0000000000
265	1795765632.0000000000
266	1794428416.0000000000
267	1793169920.0000000000
268	1793169920.0000000000
269	1792925312.0000000000
270	1792717056.0000000000
271	1791181824.0000000000
272	1791181824.0000000000
273	1789660672.0000000000
274	1789660672.0000000000
275	1789660672.0000000000
276	1789660672.0000000000
277	1789660672.0000000000
278	1789660672.0000000000
279	1789660672.0000000000
280	1789660672.0000000000
281	1787660032.0000000000
282	1783784448.0000000000
283	1783137664.0000000000
284	1783137664.0000000000
285	1781390464.0000000000
286	1781390464.0000000000
287	1781390464.0000000000
288	1780078464.0000000000
289	1779747456.0000000000
290	1776720640.0000000000
291	1776575232.0000000000
292	1776575232.0000000000
293	1776575232.0000000000
294	1776575232.0000000000
295	1774986496.0000000000
296	1770215168.0000000000
297	1766335360.0000000000
298	1765742976.0000000000
299	1765742976.0000000000
300	1765742976.0000000000
301	1765742976.0000000000
302	1765742976.0000000000
303	1765742976.0000000000
304	1765742976.0000000000
305	1765742976.0000000000
306	1765742976.0000000000
307	1765742976.0000000000
308	1765742976.0000000000
309	1764626048.0000000000
310	1762936192.0000000000
311	1762210816.0000000000
312	1760131200.0000000000
313	1760131200.0000000000
314	1757100672.0000000000
315	1757100672.0000000000
316	1757100672.0000000000
317	1755041920.0000000000
318	1755041920.0000000000
319	1755041920.0000000000
320	1754552064.0000000000
321	1754552064.0000000000
322	1753774976.0000000000
323	1753774976.0000000000
324	1751409792.0000000000
325	1751409792.0000000000
326	1748475136.0000000000
327	1746141824.0000000000
328	1745182848.0000000000
329	1740782848.0000000000
330	1740782848.0000000000
331	1740782848.0000000000
332	1740035584.0000000000
333	1737733376.0000000000
334	1737733376.0000000000
335	1737733376.0000000000
336	1737733376.0000000000
337	1737303296.0000000000
338	1734878720.0000000000
339	1734878720.0000000000
340	1734878720.0000000000
341	1734878720.0000000000
342	1734878720.0000000000
343	1734073472.0000000000
344	1734073472.0000000000
345	1730266240.0000000000
346	1730266240.0000000000
347	1729193216.0000000000
348	1729193216.0000000000
349	1725070720.0000000000
350	1721539072.0000000000
351	1721539072.0000000000
352	1721539072.0000000000
353	1717873664.0000000000
354	1716402688.0000000000
355	1714554624.0000000000
356	1714554624.0000000000
357	1710650624.0000000000
358	1709465728.0000000000
359	1709465728.0000000000
360	1708722688.0000000000
361	1706426112.0000000000
362	1706426112.0000000000
363	1705968000.0000000000
364	1705968000.0000000000
365	1705968000.0000000000
366	1705968000.0000000000
367	1705968000.0000000000
368	1705968000.0000000000
369	1704806528.0000000000
370	1699482496.0000000000
371	1699482496.0000000000
372	1699482496.0000000000
373	1695940096.0000000000
374	1695940096.0000000000
375	1695940096.0000000000
376	1695940096.0000000000
377	1695808000.0000000000
378	1693549952.0000000000
379	1691787264.0000000000
380	1689944064.0000000000
381	1689944064.0000000000
382	1689706240.0000000000
383	1689706240.0000000000
384	1689706240.0000000000
385	1689706240.0000000000
386	1684029184.0000000000
387	1684029184.0000000000
388	1682899584.0000000000
389	1682899584.0000000000
390	1682899584.0000000000
391	1682899584.0000000000
392	1681868032.0000000000
393	1681868032.0000000000
394	1681868032.0000000000
395	1681248128.0000000000
396	1681248128.0000000000
397	1676940544.0000000000
398	1676940544.0000000000
399	1676940544.0000000000
400	1676288896.0000000000
401	1676288896.0000000000
402	1676288896.0000000000
403	1676288896.0000000000
404	1676288896.0000000000
405	1675250304.0000000000
406	1675250304.0000000000
407	1675250304.0000000000
408	1675184768.0000000000
409	1675184768.0000000000
410	1673764992.0000000000
411	1672914048.0000000000
412	1672914048.0000000000
413	1670128512.0000000000
414	1669852288.0000000000
415	1667609088.0000000000
416	1667412480.0000000000
417	1667412480.0000000000
418	1665146496.0000000000
419	1660530304.0000000000
420	1660530304.0000000000
421	1660087040.0000000000
422	1659811584.0000000000
423	1657027584.0000000000
424	1656928640.0000000000
425	1656128896.0000000000
426	1656128896.0000000000
427	1654650112.0000000000
428	1654650112.0000000000
429	1654480896.0000000000
430	1654480896.0000000000
431	1654480896.0000000000
432	1652581632.0000000000
433	1651666304.0000000000
434	1648385536.0000000000
435	1646509184.0000000000
436	1644906496.0000000000
437	1641747712.0000000000
438	1641025280.0000000000
439	1641025280.0000000000
440	1638124672.0000000000
441	1634507520.0000000000
442	1633425792.0000000000
443	1633425792.0000000000
444	1633425792.0000000000
445	1633425792.0000000000
446	1633425792.0000000000
447	1633425792.0000000000
448	1632954752.0000000000
449	1631768576.0000000000
450	1631768576.0000000000
451	1631768576.0000000000
452	1631768576.0000000000
453	1631768576.0000000000
454	1628564864.0000000000
455	1628564864.0000000000
456	1628564864.0000000000
457	1628564864.0000000000
458	1628564864.0000000000
459	1628564864.0000000000
460	1626393088.0000000000
461	1626393088.0000000000
462	1624200576.0000000000
463	1622866432.0000000000
464	1622866432.0000000000
465	1622866432.0000000000
466	1622866432.0000000000
467	1622866432.0000000000
468	1622866432.0000000000
469	1622748800.0000000000
470	1617804928.0000000000
471	1616290944.0000000000
472	1614653568.0000000000
473	1614653568.0000000000
474	1614653568.0000000000
475	1612538496.0000000000
476	1612357120.0000000000
477	1609701120.0000000000
478	1604673536.0000000000
479	1604673536.0000000000
480	1604673536.0000000000
481	1603477120.0000000000
482	1598058112.0000000000
483	1598058112.0000000000
484	1593815168.0000000000
485	1588547072.0000000000
486	1587643904.0000000000
487	1587643904.0000000000
488	1586598912.0000000000
489	1586598912.0000000000
490	1586598912.0000000000
491	1583540224.0000000000
492	1583540224.0000000000
493	1581851520.0000000000
494	1581342976.0000000000
495	1581342976.0000000000
496	1581342976.0000000000
497	1581342976.0000000000
498	1580381312.0000000000
499	1580381312.0000000000
500	1579379072.0000000000
501	1579379072.0000000000
502	1576841856.0000000000
503	1576534656.0000000000
504	1576534656.0000000000
505	1576534656.0000000000
506	1576534656.0000000000
507	1576534656.0000000000
508	1576534656.0000000000
509	1576534656.0000000000
510	1576534656.0000000000
511	1573330944.0000000000
512	1573330944.0000000000
513	1572302720.0000000000
514	1570816000.0000000000
515	1567918336.0000000000
516	1565100416.0000000000
517	1565100416.0000000000
518	1564413952.0000000000
519	1563332608.0000000000
520	1563332608.0000000000
521	1563332608.0000000000
522	1563062656.0000000000
523	1563062656.0000000000
524	1563062656.0000000000
525	1559784064.0000000000
526	1559784064.0000000000
527	1559784064.0000000000
528	1555448832.0000000000
529	1555448832.0000000000
530	1555448832.0000000000
531	1553496448.0000000000
532	1551232256.0000000000
533	1550091136.0000000000
534	1546609152.0000000000
535	1546609152.0000000000
536	1545791360.0000000000
537	1545313664.0000000000
538	1544825472.0000000000
539	1542619136.0000000000
540	1542619136.0000000000
541	1542619136.0000000000
542	1542619136.0000000000
543	1542619136.0000000000
544	1542619136.0000000000
545	1542619136.0000000000
546	1542619136.0000000000
547	1542619136.0000000000
548	1542619136.0000000000
549	1542619136.0000000000
550	1541833600.0000000000
551	1541833600.0000000000
552	1540724096.0000000000
553	1539622784.0000000000
554	1538693504.0000000000
555	1538693504.0000000000
556	1536040320.0000000000
557	1536040320.0000000000
558	1536040320.0000000000
559	1535342976.0000000000
560	1535342976.0000000000
561	1535342976.0000000000
562	1533294080.0000000000
563	1533294080.0000000000
564	1533294080.0000000000
565	1533294080.0000000000
566	1533294080.0000000000
567	1529932544.0000000000
568	1529829504.0000000000
569	1526299520.0000000000
570	1523703680.0000000000
571	1518525184.0000000000
572	1516730752.0000000000
573	1516730752.0000000000
574	1516730752.0000000000
575	1516730752.0000000000
576	1515698944.0000000000
577	1515272960.0000000000
578	1511676160.0000000000
579	1511640448.0000000000
580	1511640448.0000000000
581	1511640448.0000000000
582	1511640448.0000000000
583	1511640448.0000000000
584	1511640448.0000000000
585	1511428224.0000000000
586	1511428224.0000000000
587	1511428224.0000000000
588	1511428224.0000000000
589	1507197312.0000000000
590	1506901632.0000000000
591	1504880128.0000000000
592	1503142400.0000000000
593	1500555648.0000000000
594	1500555648.0000000000
595	1499293312.0000000000
596	1497117312.0000000000
597	1491320704.0000000000
598	1488438272.0000000000
599	1488438272.0000000000
600	1488438272.0000000000
601	1488438272.0000000000
602	1487953152.0000000000
603	1485916672.0000000000
604	1485916672.0000000000
605	1485916672.0000000000
606	1481996672.0000000000
607	1481011712.0000000000
608	1480936320.0000000000
609	1480936320.0000000000
610	1479328384.0000000000
611	1476230528.0000000000
612	1476230528.0000000000
613	1476230528.0000000000
614	1476230528.0000000000
615	1476230528.0000000000
616	1476230528.0000000000
617	1474142848.0000000000
618	1471449088.0000000000
619	1471449088.0000000000
620	1470974464.0000000000
621	1468305024.0000000000
622	1468305024.0000000000
623	1468233344.0000000000
624	1466019584.0000000000
625	1466019584.0000000000
626	1466019584.0000000000
627	1466019584.0000000000
628	1466019584.0000000000
629	1466019584.0000000000
630	1466019584.0000000000
631	1465640192.0000000000
632	1465640192.0000000000
633	1465640192.0000000000
634	1465640192.0000000000
635	1464701568.0000000000
636	1464701568.0000000000
637	1464061824.0000000000
638	1463900032.0000000000
639	1457300480.0000000000
640	1454399872.0000000000
641	1454399872.0000000000
642	1452851712.0000000000
